,protein_name
2930,LGMN_LGMN
2931,LY86_LY86
2932,MMEL1_MMEL2
2933,MAP2K2_MP2K2
2934,CDC42BPB_MRCKB
2935,CADM3_Nectin_like_protein_1
2936,LRPAP1_RAP
2937,KDR_VEGF_sR2
2938,MFRP_MFRP
2939,A2M_a2_Macroglobulin
2940,PLG_Angiostatin
2941,CDKN1B_p27Kip1
2942,NPPB_BNP_32
2943,PYY_PYY
2944,SCT_Secretin
2945,TNFRSF4_TNR4
2946,CSF1_CSF_1
2947,PROC_Activated_Protein_C
2948,PTGS2_COX_2
2949,TEK_sTie_2
2950,ADAM9_ADAM_9
2951,ANGPTL4_ANGL4
2952,CDH2_Cadherin_2
2953,CA9_Carbonic_anhydrase_9
2954,CA3_Carbonic_anhydrase_III
2955,CKB_CK_BB
2956,CST5_CYTD
2957,ESM1_Endocan
2958,EPHA5_EphA5
2959,FGF23_FGF23
2960,FGFR2_FGFR_2
2961,FGFR3_FGFR_3
2962,FGR_FGR
2963,FYN_FYN
2964,IL12RB2_IL_12_RB2
2965,PRKCQ_KPCT
2966,MAPKAPK2_MAPK2
2967,MAPKAPK5_MAPK5
2968,MAPKAPK3_MAPKAPK3
2969,MATK_MATK
2970,MAPK8_MK08
2971,PAK6_PAK6
2972,PTEN_pTEN
2973,PTK6_PTK6
2974,TLR2_TLR2
2975,UFM1_UFM1
2976,ZAP70_ZAP70
2977,AIP_AIP
2978,PPIA_Cyclophilin_A
2979,DYNLRB1_DLRB1
2980,ETHE1_ETHE1
2981,GAPDH_GAPDH__liver
2982,DNAJB1_HSP_40
2983,MDH1_MDHC
2984,3854_24_NACA_NACA.txt(1).gz
2985,NACA_NACA
2986,PRDX1_Peroxiredoxin_1
2987,ACP1_PPAC
2988,PSMA1_PSA1
2989,PSMA6_PSA6
2990,RPS7_RS7
2991,SBDS_SBDS
2992,SEZ6L2_SE6L2
2993,SGTA_SGTA
2994,TPT1_TCTP
2995,TPO_TMA
2996,UBE2L3_UB2L3
2997,ARID3A_ARI3A
2998,CDC37_CDC37
2999,DYNLL1_DLC8
3000,KPNB1_IMB1
3001,ING1_ING1
3002,LMNB1_Lamin_B1
3003,LDHB_LDH_H_1
3004,MBD4_MBD4
3005,MED1_MED_1
3006,MSLN_Mesothelin
3007,NAGK_NAGK
3008,PGAM1_Phosphoglycerate_mutase_1
3009,PDXP_PLPP
3010,PSMD7_PSD7
3011,SKP1_SKP1
3012,SNX4_Sorting_nexin_4
3013,UBE2N_UBE2N
3014,DDR1_discoidin_domain_receptor_1
3015,FGF4_FGF_4
3016,HSPA1A_HSP_70
3017,AGER_sRAGE
3018,BPI_BPI
3019,C6_C6
3020,CCL24_Eotaxin_2
3021,CFB_Factor_B
3022,FGF6_FGF_6
3023,FN1_Fibronectin
3024,FST_FST
3025,GZMB_Granzyme_B
3026,4133_54_GZMB_Granzyme_B.txt.md5sum
3027,IL17D_IL_17D
3028,IL25_IL_17E
3029,IL20_IL_20
3030,IL7_IL_7
3031,CXCL10_IP_10
3032,XCL1_Lymphotactin
3033,CCL13_MCP_4
3034,NTF3_Neurotrophin_3
3035,NTF4_Neurotrophin_5
3036,PAPPA_PAPP_A
3037,PDGFB_PDGF_BB
3038,PLG_Plasmin
3039,PLG_Plasminogen
3040,KLKB1_Prekallikrein
3041,SERPINA3_alpha_1_antichymotrypsin_complex
3042,SELP_P_Selectin
3043,TNC_Tenascin
3044,TGFB2_TGF_b2
3045,F2_Thrombin
3046,PLAU_uPA
3047,CFH_Factor_H
3048,MMP2_MMP_2
3049,TF_Transferrin
3050,H2AFZ_Histone_H2A_z
3051,EIF4EBP2_4EBP2
3052,PGD_6_Phosphogluconate_dehydrogenase
3053,AKR7A2_Aflatoxin_B1_aldehyde_reductase
3054,AKR1A1_AK1A1
3055,ANP32B_AN32B
3056,CFL1_Cofilin_1
3057,VTA1_DRG_1
3058,EPS15L1_EP15R
3059,HSD17B10_ERAB
3060,FER_FER
3061,SYNCRIP_HNRPQ
3062,EIF4G2_IF4G2
3063,IGF1R_IGF_I_sR
3064,IL1RL1_IL_1_R4
3065,LCMT1_LCMT1
3066,PKM2_M2_PK
3067,L1CAM_NCAM_L1
3068,NME2_NDP_kinase_B
3069,NSFL1C_NSF1C
3070,NUDCD3_NUDC3
3071,PA2G4_PA2G4
3072,PON1_paraoxonase_1
3073,PES1_PESC
3074,PFDN5_PFD5
3075,GPI_PHI
3076,PEBP1_prostatic_binding_protein
3077,P4HB_Protein_disulfide_isomerase
3078,PSMA2_PSA2
3079,RAN_RAN
3080,RBM39_RBM39
3081,NAPA_SNAA
3082,SPHK1_Sphingosine_kinase_1
3083,SPON1_Spondin_1
3084,TK1_Thymidine_kinase
3085,LCORL_transcription_factor_MLR1__isoform_CRA_b
3086,TKT_Transketolase
3087,TPI1_Triosephosphate_isomerase
3088,DCTPP1_XTP3A
3089,PTPN6_PTP_1C
3090,AMN_AMNLS
3091,CST2_CYTT
3092,BOC_BOC
3093,CLEC1B_CLC1B
3094,CRP_CRP
3095,ICAM1_sICAM_1
3096,DAPK2_DAPK2
3097,DYRK3_DYRK3
3098,GDF15_MIC_1
3099,DHH_DHH
3100,FGF12_FGF_12
3101,FGF16_FGF_16
3102,FGF8_FGF_8A
3103,IFNL1_IFN_lambda_1
3104,IFNL2_IFN_lambda_2
3105,MST1_MSP
3106,SLPI_SLPI
3107,ADAM12_ADAM12
3108,BCL2L1_BCL2_like_1_protein
3109,CHST6_CHST6
3110,COLEC11_Collectin_Kidney_1
3111,ENPP7_ENPP7
3112,ENTPD3_ENTP3
3113,ENTPD5_ENTP5
3114,FCRL3_FCRL3
3115,LRRTM3_LRRT3
3116,MFGE8_MFGM
3117,PCSK7_PCSK7
3118,PDPK1_PDPK1
3119,SIGLEC1_Sialoadhesin
3120,SPARCL1_SPARCL1
3121,SPHK2_SPHK2
3122,CHST15_ST4S6
3123,TGM3_TGM3
3124,TPM2_Tropomyosin_2
3125,RPS27A_Ubiquitin
3126,ZAP70_ZAP70
3127,SERPING1_C1_Esterase_Inhibitor
3128,C3_C3b
3129,FGF7_FGF7
3130,IL11_IL_11
3131,MMP12_MMP_12
3132,NCAM1_NCAM_120
3133,PDGFA_PDGF_AA
3134,CLEC11A_SCGF_alpha
3135,ADAMTS15_ATS15
3136,PRSS22_BSSP4
3137,BST1_BST1
3138,CBX5_CBX5
3139,CDON_CDON
3140,CLU_Clusterin
3141,COL23A1_CONA1
3142,PPBP_CTAP_III
3143,DNAJC19_DnaJ_homolog
3144,ADGRE2_EMR2
3145,FLRT1_FLRT1
3146,FUT3_Fucosyltransferase_3
3147,FUT5_FUT5
3148,ADGRG5_GP114
3149,HDGFRP2_HDGR2
3150,IL34_IL_34
3151,KIRREL3_KIRR3
3152,KYNU_KYNU
3153,LCK_LCK
3154,NXPH1_NXPH1
3155,PLCG1_PLCG1
3156,PLXNC1_PLXC1
3157,RSPO2_RSPO2
3158,SH2D1A_SH21A
3159,SLITRK5_SLIK5
3160,SORCS2_SORC2
3161,PPY_PH
3162,IL6_IL_6
3163,HIBADH_3HIDH
3164,CSF2_GM_CSF
3165,LTA_TNF_b
3166,EPB41_41
3167,HSD17B1_17_beta_HSD_1
3168,APOD_Apo_D
3169,IL3_IL_3
3170,PPIB_PPIB
3171,PDIA3_Protein_disulfide_isomerase_A3
3172,TFF3_TFF3
3173,AFM_Afamin
3174,OLFM4_Olfactomedin_4
3175,SMPDL3A_ASM3A
3176,GSN_Gelsolin
3177,SERPINA6_CBG
3178,LPO_PERL
3179,COL8A1_CO8A1
3180,ITIH4_ITI_heavy_chain_H4
3181,SFN_STRATIFIN
3182,SELL_sL_Selectin
3183,TNFRSF10A_TRAIL_R1
3184,EPHA2_Epithelial_cell_kinase
3185,CSF3_G_CSF
3186,GPC3_Glypican_3
3187,IL1A_IL_1a
3188,BMPR2_BMP_RII
3189,NTRK2_TrkB
3190,VEGFA_VEGF121
3191,ANG_Angiogenin
3192,F9_Coagulation_Factor_IX
3193,F10_Coagulation_Factor_X
3194,GDF2_GDF2
3195,INS_Insulin
3196,CCL7_MCP_3
3197,WNT7A_WNT7A
3198,POMC_ACTH
3199,GCG_Glucagon
3200,C3_C3a
3201,CASP2_Caspase_2
3202,COTL1_Coactosin_like_protein
3203,F5_Coagulation_Factor_V
3204,ENG_Endoglin
3205,LGALS8_Galectin_8
3206,PLA2G1B_GIB
3207,GSTP1_Glutathione_S_transferase_Pi
3208,GOT1_GOT1
3209,CCL16_HCC_4
3210,LYZ_Lysozyme
3211,CCL19_MIP_3b
3212,AMH_MIS
3213,MMP1_MMP_1
3214,MMP13_MMP_13
3215,SHBG_SHBG
3216,STC1_Stanniocalcin_1
3217,F3_TF
3218,EREG_EPI
3219,AGR2_AGR2
3220,ANXA1_annexin_I
3221,ANXA2_annexin_II
3222,CDNF_ARMEL
3223,ARPP19_ARP19
3224,ERAP1_ARTS1
3225,ATP5B_ATP_synthase_beta_chain
3226,C1QBP_C1QBP
3227,CAPG_CAPG
3228,CA1_Carbonic_anhydrase_I
3229,CA2_carbonic_anhydrase_II
3230,CTSZ_CATZ
3231,BIRC3_cIAP_2
3232,CRK_CRK
3233,DBNL_DBNL
3234,DPT_DERM
3235,DSC3_DSC3
3236,PI3_Elafin
3237,ESD_Esterase_D
3238,FABP5_FABPE
3239,PTK2_FAK1
3240,FCAR_FCAR
3241,FGFR4_FGFR4
3242,FGG_Fibrinogen_g_chain_dimer
3243,GP1BA_GP1BA
3244,GPC5_GPC5
3245,GRN_GRN
3246,GSTA3_GSTA3
3247,HPGD_HPG_
3248,HRG_HRG
3249,EIF4A3_IF4A3
3250,LGALS3BP_LG3BP
3251,SCGB2A1_Mammaglobin_2
3252,MMP14_MMP_14
3253,MAPK11_MK11
3254,MAPK12_MK12
3255,MAPK13_MK13
3256,MAPK14_MAPK14
3257,SOD2_Mn_SOD
3258,MSN_Moesin
3259,NAMPT_PBEF
3260,AK1_Myokinase__human
3261,CLIC1_NCC27
3262,NCK1_NCK1
3263,PLA2G7_PAFAH
3264,PRDX5_Peroxiredoxin_5
3265,PRDX6_Peroxiredoxin_6
3266,UCHL1_PGP9_5
3267,PGK1_phosphoglycerate_kinase_1
3268,PPA1_PPase
3269,ADSL_PUR8
3270,RB1_Rb
3271,RPS3_RS3
3272,CD163_sCD163
3273,FAP_SEPR
3274,SIRT2_SIRT2
3275,SPTAN1_SPTA2
3276,SSRP1_SSRP1
3277,TPM1_Tropomyosin_1_alpha_chain
3278,PRSS2_Trypsin_2
3279,TYMS_TS
3280,TNFAIP6_TSG_6
3281,CD274_B7_H1
3282,ICOSLG_B7_H2
3283,CD226_CD226
3284,CD244_CD244
3285,CD83_CD83
3286,CD300C_CLM6
3287,CD55_DAF
3288,TNFRSF6B_DcR3
3289,EPHA10_EPHAA
3290,EPHB6_EphB6
3291,IL1RAPL2_IL_1_sR9
3292,IL20RA_IL_20_Ra
3293,IL22RA2_IL_22BP
3294,IL23R_IL_23_R
3295,IL7R_IL_7_Ra
3296,LILRB1_ILT_2
3297,LILRB2_ILT_4
3298,JAG1_JAG1
3299,JAG2_JAG2
3300,AMICA1_JAML1
3301,KIR2DL4_KI2L4
3302,KIR3DL2_KI3L2
3303,KIR3DS1_KI3S1
3304,KLRF1_KLRF1
3305,SCARB2_LIMP_II
3306,MICB_MICB
3307,CD200R1_MO2R1
3308,RTN4R_Nogo_Receptor
3309,NOTCH2_NOTC2
3310,NOTCH1_Notch_1
3311,NOTCH3_Notch_3
3312,NRCAM_Nr_CAM
3313,NRXN1_NRX1B
3314,NRXN3_NRX3B
3315,CD200_OX2G
3316,PRLR_Prolactin_Receptor
3317,ROBO2_ROBO2
3318,ROBO3_ROBO3
3319,SEMA6B_SEM6B
3320,ICAM5_sICAM_5
3321,SLAMF6_SLAF6
3322,SCARF1_SREC_I
3323,TNFRSF19_TAJ
3324,IL27RA_TCCR
3325,TGFBR2_TGF_b_R_II
3326,HAVCR2_TIMD3
3327,TNFRSF12A_TWEAKR
3328,UNC5C_UNC5H3
3329,PDE7A_PDE7A
3330,NMT1_NMT1
3331,PDE9A_PDE9A
3332,PPID_PPID
3333,PSME3_PSME3
3334,GCKR_GCKR
3335,CSNK2A1_CSK21
3336,PDK1_PDK1
3337,KIF23_KIF23
3338,IMPDH1_IMDH1
3339,HMGCR_HMGR
3340,PCSK9_PCSK9
3341,NR1D1_NR1D1
3342,PPIE_PPIE
3343,MAP2K4_MP2K4
3344,PDE2A_cGMP_stimulated_PDE
3345,PPIF_Cyclophilin_F
3346,STK17B_DRAK2
3347,IMPDH2_IMDH2
3348,PDE11A_PDE11
3349,PDE1A_PDE1A
3350,PDE3A_PDE3A
3351,PDE4D_PDE4D
3352,PDE5A_PDE5A
3353,TYK2_TYK2
3354,ABL2_ABL2
3355,BCAR3_BCAR3
3356,CALR_calreticulin
3357,GRAP2_GRB2_related_adapter_protein_2
3358,MMP16_MMP_16
3359,SHC1_SHC1
3360,VAV1_VAV
3361,SLC25A18_GHC2
3362,CCL11_Eotaxin
3363,F9_Coagulation_Factor_IXab
3364,TNNT2_Troponin_T
3365,F2_Prothrombin
3366,ANXA6_annexin_VI
3367,CD86_B7_2
3368,S100A9_calgranulin_B
3369,CASP10_Caspase_10
3370,CPE_CBPE
3371,CKAP2_CKAP2
3372,CPNE1_CPNE1
3373,CCNB1_Cyclin_B1
3374,DLL1_DLL1
3375,GPC6_GPC6
3376,HNRNPA2B1_hnRNP_A2_B1
3377,TNFRSF14_HVEM
3378,IL1RN_IL_1Ra
3379,KRT18_Keratin_18
3380,TNFSF14_LIGHT
3381,NLGN4X_NLGNX
3382,OMD_OMD
3383,PIM1_PIM1
3384,AKT2_PKB_beta
3385,SEMA3E_Semaphorin_3E
3386,SET_SET
3387,TNFRSF13C_BAFF_Receptor
3388,FAS_Fas__soluble
3389,LEPR_sLeptin_R
3390,TNFRSF21_DR6
3391,CDH15_CAD15
3392,CD27_CD27
3393,SIRPA_SHPS1
3394,FABP3_FABP
3395,TNNI2_Troponin_I__skeletal__fast_twitch
3396,TNNI3_Troponin_I
3397,NPPA_ANP
3398,ALCAM_ALCAM
3399,ASGR1_ASGR1
3400,CNDP1_CNDP1
3401,COLEC12_COLEC12
3402,CST1_CYTN
3403,DDX19B_DEAD_box_protein_19B
3404,FCN3_Ficolin_3
3405,GAS1_GAS1
3406,GRB2_GRB2_adapter_protein
3407,HS6ST1_H6ST1
3408,HSP90AB1_HSP_90b
3409,IL17RC_IL_17_RC
3410,PRKCB_PKC_B_II
3411,PRKCG_PKC_G
3412,FOLH1_PSMA
3413,CCL5_RANTES
3414,RASA1_RASA1
3415,RGMA_RGMA
3416,RPS3A_RS3A
3417,ICAM2_sICAM_2
3418,SLAMF7_SLAF7
3419,SRC_SRCN1
3420,STIP1_Stress_induced_phosphoprotein_1
3421,SPOCK1_Testican_1
3422,SPOCK2_Testican_2
3423,WNK3_WNK3
3424,SNRPF_RUXF
3425,CTSD_Cathepsin_D
3426,EGF_EGF
3427,TNFRSF18_GITR
3428,FGFR1_bFGF_R
3429,TNFRSF10B_TRAIL_R2
3430,NRP1_NRP1
3431,FGL1_FGL1
3432,RYK_RYK
3433,TCN2_Holo_TC_II
3434,MINPP1_MINP1
3435,ZPLD1_ZPLD1
3436,PDIA5_PDIA5
3437,CD5_CD5
3438,GREM2_GREM2
3439,PCYOX1L_PCYXL
3440,PGLYRP2_PGRP_L
3441,RNASE10_RNS10
3442,HPSE_HPSE
3443,MFNG_MFNG
3444,MFAP1_MFAP1
3445,FAM19A5_F19A5
3446,FAM171A1_CJ038
3447,DEFB108B_D108B
3448,HINT2_HINT2
3449,LAT2_NTAL
3450,CRH_CRH
3451,FAM172A_F172A
3452,NPFF_NPFF
3453,FAM3B_FAM3B
3454,PAM_AMD
3455,THSD1_THSD1
3456,CD300LF_CLM1
3457,CTRC_CTRC
3458,GNRH1_GON1
3459,SEMA3G_SEM3G
3460,KLRC1_NKG2A
3461,CD300A_CM35H
3462,MLN_MOTI
3463,CRTAC1_CRAC1
3464,POFUT1_OFUT1
3465,MFAP4_MFAP4
3466,NTNG1_NTNG1
3467,COLGALT1_GT251
3468,NETO1_NETO1
3469,LCN8_LCN8
3470,RNASE4_RNAS4
3471,RNASE6_RNAS6
3472,CTRB2_CTRB2
3473,PSG4_PSG4
3474,PDIA6_PDIA6
3475,PSG7_PSG7
3476,PRSS37_PRS37
3477,TMX3_TMX3
3478,ENDOU_PP11
3479,ST3GAL1_SIA4A
3480,F13B_coagulation_factor_XIII_B
3481,TRH_TRH
3482,SOD3_SOD3
3483,IL18_IL_18
3484,PF4V1_PF4V
3485,DEFB106A_D106A
3486,SEMA3B_SEM3B
3487,SIRPB2_SIRB2
3488,CTRB1_Chymotrypsin
3489,ASIP_ASIP
3490,C2orf66_CB066
3491,DEFB103A_HBD_3
3492,OBP2B_OBP2B
3493,VASN_VASN
3494,PRKCSH_GLU2B
3495,CBLN4_CBLN4
3496,DEFB112_DB112
3497,TUFT1_TUFT1
3498,CRISPLD2_CRLD2
3499,TNXB_Tenascin_X
3500,CLEC3B_Tetranectin
3501,OLFM1_NOE1
3502,GZMM_Granzyme_M
3503,5704_74_GZMM_Granzyme_M.txt.md5sum
3504,ELK3_ELK3
3505,LEAP2_LEAP2
3506,IFNL3_IFN_lambda_3
3507,IFNA6_IFNA6
3508,ABHD14A_ABHEA
3509,CSAG1_CSAG1
3510,CILP_CILP
3511,FAM189A2_CI061
3512,PRCP_Prolylcarboxypeptidase
3513,INSL3_INSL3
3514,SBSN_SBSN
3515,SPAG11A_SG11A
3516,B3GALTL_B3GLT
3517,FCRL1_FCRL1
3518,CXCL14_BRAK
3519,SPINK6_ISK6
3520,PVRL4_nectin_4
3521,C1GALT1C1_C1GLC
3522,TREML2_TRML2
3523,SEMA4D_SEM4D
3524,KRTDAP_KTDAP
3525,ROBO1_ROBO1
3526,ACP6_PPA6
3527,CARTPT_CART
3528,MENT_CA056
3529,PI15_PI15
3530,ASAH1_Acid_ceramidase
3531,CLPS_COL
3532,LETMD1_HCCR_1
3533,SUSD3_SUSD3
3534,FAM19A1_F19A1
3535,INSL6_INSL6
3536,GIP_GIP
3537,PAPPA2_PAPP2
3538,GNAS_GNAS3
3539,KLK9_kallikrein_9
3540,SPAG11B_Sperm_associated_antigen_11
3541,DEFB104A_HBD_4
3542,GALNT2_GALT2
3543,DEFB121_DB121
3544,AFP_AFP
3545,BID_BID
3546,NGF_b_NGF
3547,C3_C3d
3548,CD70_CD70
3549,TDGF1_Cripto
3550,EPO_Epo
3551,GDNF_GDNF
3552,IFNGR1_IFN_g_R1
3553,IL9_IL_9
3554,LIFR_LIF_sR
3555,EHMT2_NG36
3556,S100A12_S100A12
3557,MAPT_tau
3558,YWHAZ_14_3_3_protein_zeta_delta
3559,HAAO_3HAO
3560,ALDOA_aldolase_A
3561,ARG1_ARGI1
3562,BAD_BAD
3563,DCTN2_Dynactin_subunit_2
3564,EEF1B2_EF_1_beta
3565,EIF4H_eIF_4H
3566,EIF5A_eIF_5A_1
3567,GRP_Gastrin_releasing_peptide
3568,HINT1_HINT1
3569,HSPA8_HSP70_protein_8
3570,NME1_Nucleoside_diphosphate_kinase_A
3571,PEX5_PEX5
3572,PSME1_PSME1
3573,WISP3_WISP_3
3574,TNF_TNF_a
3575,TNFSF12_TWEAK
3576,THPO_Tpo
3577,PTH_PTH
3578,SST_Somatostatin_28
3579,DMKN_Dermokine
3580,BOLA3_BOLA3
3581,C21orf33_ES1
3582,TNFSF14_LIGHT
3583,UTS2_Urotensin_II
3584,NELL2_NELL2
3585,RLN3_REL3
3586,ST6GAL1_SIAT1
3587,CRHBP_CRHBP
3588,PTPRS_PTPRS
3589,NXPH3_NXPH3
3590,PIP_PIP
3591,ERP44_TXNDC4
3592,SUMF2_SUMF2
3593,CECR1_CECR1
3594,ACPL2_ACPL2
3595,PCOLCE2_PCOC2
3596,CHRDL2_CRDL2
3597,FCRL5_FCRL5
3598,CELA1_ELA1
3599,PCSK2_NEC2
3600,MAMDC2_MAMC2
3601,TP53_p53
3602,MAP2K3_MP2K3
3603,TP53_p53_R175H
3604,PSAP_prosaposin
3605,IFNA5_IFNA5
3606,CGB2_CGB2
3607,IFNA8_IFNA8
3608,PDZD11_PDZ11
3609,ADPGK_ADPGK
3610,GUCA2B_GUC2B
3611,EFHA1_EFHA1
3612,KLK10_kallikrein_10
3613,SPACA1_sperm_acrosome_associated_1
3614,CER1_CER1
3615,STC2_STC2
3616,VIT_VITRN
3617,FGFRL1_FGRL1
3618,PSG8_PSG8
3619,RSPO1_RSPO1
3620,PVRL2_Nectin_2
3621,SIRPB1_SIRB1
3622,SCGB3A1_Secretoglobin_family_3A_member_1
3623,CPXM1_CPXM1
3624,LY6G6C_LY66C
3625,CGREF1_CGRE1
3626,IL17RB_IL_17B_R
3627,CYR61_CYR61
3628,STMN4_STMN4
3629,LEPRE1_P3H1
3630,WSCD2_WSCD2
3631,FURIN_Furin
3632,PCDH8_PCDH8
3633,ST3GAL2_SIA4B
3634,MCEMP1_MCEM1
3635,FAM150B_F150B
3636,MLEC_K0152
3637,ARHGAP36_RHG36
3638,UTS2B_UTS2B
3639,CLSTN3_Alcadein_beta
3640,BAGE2_BAGE2
3641,OIT3_OIT3
3642,C1QTNF1_C1QT1
3643,PLBD1_PLBL1
3644,PCDHGA10_PCDGA
3645,DNASE1L2_DNSL2
3646,BMP4_BMP_4
3647,GGT2_GGT2
3648,NPNT_Nephronectin
3649,APOC2_Apo_C_II
3650,CD79B_CD79B
3651,INSRR_INSRR
3652,HEPHL1_HPHL1
3653,CELA3B_ELA3B
3654,POMGNT2_AGO61
3655,DEFB128_DB128
3656,PTPRR_PTPRR
3657,C2orf40_AUGN
3658,TAPBPL_TPSNR
3659,TXNDC15_TXD15
3660,FMOD_fibromodulin
3661,CSTL1_CST1L
3662,DEAF1_DEAF1
3663,ANGPTL7_ANGL7
3664,YBX2_YBOX2
3665,SEMG2_SEMG2
3666,XXYLT1_XXLT1
3667,LYZL2_LYZL2
3668,C5orf38_CEI
3669,ADAMTSL2_ATL2
3670,ICT1_ICT1
3671,MANBA_MANBA
3672,TLL1_TLL1
3673,WFDC3_WFDC3
3674,VWA1_VWA1
3675,CCDC126_CC126
3676,NPS_NPS
3677,LILRA3_LIRA3
3678,WISP2_WISP_2
3679,HSP90B1_Endoplasmin
3680,GPHA2_GPHA2
3681,LONP1_LONM
3682,DEFB107A_D107A
3683,TP53I13_P5I13
3684,PILRA_PILRA_isoform_FDF03_deltaTM
3685,C1QL1_C1QRF
3686,PSG2_PSG2
3687,NMES1_NMES1
3688,LAD1_LAD1
3689,INHBC_INHBC
3690,ADGRF5_GP116
3691,INSL4_INSL4
3692,DEFB135_DB135
3693,LIPK_LIPK
3694,OAF_OAF
3695,CPN2_CPN2
3696,GKN2_GKN2
3697,SDHAF2_SDHF2
3698,IFNA16_IFN16
3699,RNASE13_RNS13
3700,MMP19_MMP19
3701,FAM19A2_F19A2
3702,PCYOX1_PCYOX
3703,FAM20A_FA20A
3704,AOC2_Amine_oxidase
3705,C14orf93_CN093
3706,MFAP5_MFAP5
3707,ADAMTS6_ATS6
3708,BAGE3_BAGE3
3709,PSG3_PSG3
3710,PTX3_PTX3
3711,SEMA3C_Sema_E
3712,FABP6_FABP6
3713,ASPN_ASPN
3714,LILRB4_LIRB4
3715,ARHGDIA_Rho_GDIa
3716,HAPLN4_HPLN4
3717,PSG6_PSG6
3718,PCDHGA1_PCDG1
3719,RPN1_RPN1
3720,APOC3_Apo_C_III
3721,TIMP4_TIMP_4
3722,QRFP_OX26
3723,PVRIG_PVRIG
3724,POGLUT1_KTEL1
3725,TAC4_TKN4
3726,LY6G6D_LY66D
3727,FBLN1_fibulin_1
3728,CFHR4_FHR4
3729,PMEL_GP100
3730,BPIFA1_PLUNC
3731,IGLON5_IGLO5
3732,CANT1_CANT1
3733,IGLL1_IGLL1
3734,KLK15_kallikrein_15
3735,CPZ_CBPZ
3736,SPACA5_sperm_acrosome_associated_5
3737,EDN1_Endothelin_1
3738,DLK1_DLK1
3739,RS1_XLRS1
3740,LOXL2_Lysyl_oxidase_like_protein_2
3741,TMED10_TMEDA
3742,NCAM2_NCAM2
3743,SCGB1D2_SG1D2
3744,RNF128_RN128
3745,FAM19A4_F19A4
3746,GDF10_BMP_3b
3747,GHRL_ghrelin
3748,MGP_MGP
3749,NPTX2_NPTX2
3750,DUSP13_DUSP13
3751,OBP2A_OBP2A
3752,TRIL_TRIL
3753,EXTL2_EXTL2
3754,PROL1_PROL1
3755,FAM162A_F162A
3756,DNASE2B_DNS2B
3757,PLBD2_LAML2
3758,KIAA2013_K2013
3759,PRLH_PRRP
3760,NELL1_NELL1
3761,PRNP_PRIO
3762,TMPRSS11D_TM11D
3763,VSTM2L_VTM2L
3764,ICAM4_ICAM4
3765,SERPINA12_Vaspin
3766,CFAP45_CCD19
3767,STOML2_Stomatin_like_protein_2
3768,ENPP5_ENPP5
3769,LRRC15_LRC15
3770,COLEC10_COL10
3771,COL13A1_CODA1
3772,C17orf78_CQ078
3773,LRRTM4_LRRT4
3774,FAIM3_FAIM3
3775,ART4_ART4
3776,LAMA4_LAMA4
3777,TNMD_TNMD
3778,PZP_Pregnancy_zone_protein
3779,HRC_SRCH
3780,ADAM11_ADA11
3781,LRFN5_LRFN5
3782,GALNT3_GALT3
3783,SAYSD1_SMDC1
3784,FAM174A_TM157
3785,APCDD1_APCD1
3786,RELL2_RELL2
3787,KAL1_KALM
3788,NDNF_CD031
3789,IGFALS_IGFALS
3790,KISS1_KISS1
3791,CNP_CN37
3792,KDELC1_KDEL1
3793,BRICD5_CP079
3794,FCRL6_FCRL6
3795,LINGO1_LIGO1
3796,RLN2_REL2
3797,APLN_APEL
3798,WNT11_WNT11
3799,ATAD1_ATAD1
3800,CHST12_CHSTC
3801,PNLIPRP1_LIPR1
3802,DEFB1_HBD_1
3803,COL9A1_CO9A1
3804,UPK3BL_UPK3L
3805,UBB_PolyUbiquitin_K48
3806,UBC_PolyUbiquitin_K63
3807,NTN1_NET1
3808,UBB_PolyUbiquitin_K48
3809,CD47_CD47
3810,ALPPL2_PPBN
3811,LRP11_LRP11
3812,ALPPL2_PPBN
3813,TFRC_TR
3814,C1orf162_CA162
3815,B3GAT3_B3GA3
3816,PCBD2_PHS2
3817,UBE2J1_UB2J1
3818,LRRTM2_LRRT2
3819,TMCO5A_TMC5A
3820,MGAT2_MGAT2
3821,CLEC6A_CLC6A
3822,EFHA2_EFHA2
3823,HMGB2_HMG_2
3824,CD164L2_C16L2
3825,LRRC3_LRRC3
3826,CCK_CCKN
3827,HBZ_HBAZ
3828,GFRAL_GFRAL
3829,B4GALT3_B4GT3
3830,PLOD2_PLOD2
3831,SNX8_SNX8
3832,NDST1_NDST1
3833,ST8SIA3_SIA8C
3834,ST8SIA6_SIA8F
3835,ITGA5_ITA5
3836,MRPL34_RM34
3837,PMEPA1_PMEPA
3838,C1orf43_CA043
3839,PCDHGA12_PCDGC
3840,JPH1_JPH1
3841,SUMF1_SUMF1
3842,ST3GAL6_SIA10
3843,FIG4_FIG4
3844,ASIC4_ASIC4
3845,SNX1_SNX1
3846,IGFL3_IGFL3
3847,HLA_DRB3_DRB3
3848,CNTNAP2_CNTP2
3849,STX1B_STX1B
3850,WFDC5_WFDC5
3851,CD74_HG2A
3852,SNAPIN_SNAPN
3853,IGSF8_IGSF8
3854,HS3ST3B1_HS3SB
3855,SDF2L1_SDF2L
3856,FUT9_FUT9
3857,HBD_HBD
3858,C3orf18_CC018
3859,RAB26_RAB26
3860,ASPH_HAAH
3861,GALNT10_GLT10
3862,COL25A1_COPA1
3863,TRAPPC4_TRAPPC4
3864,CD72_CD72
